data_date,price
2023-06-08 00:00:00,1355.5
2023-06-07 00:00:00,1359.75
2023-06-06 00:00:00,1353.25
2023-06-05 00:00:00,1350.0
2023-06-02 00:00:00,1352.5
2023-06-01 00:00:00,1329.5
2023-05-31 00:00:00,1299.75
2023-05-30 00:00:00,1296.5
2023-05-28 00:00:00,1335.8800048828125
2023-05-26 00:00:00,1337.25
2023-05-25 00:00:00,1324.0
2023-05-24 00:00:00,1324.5
2023-05-23 00:00:00,1322.5
2023-05-22 00:00:00,1341.25
2023-05-19 00:00:00,1307.25
2023-05-18 00:00:00,1333.25
2023-05-17 00:00:00,1337.0
2023-05-16 00:00:00,1364.0
2023-05-15 00:00:00,1400.75
2023-05-12 00:00:00,1435.0
2023-05-11 00:00:00,1443.25
2023-05-10 00:00:00,1436.5
2023-05-09 00:00:00,1414.25
2023-05-08 00:00:00,1433.75
2023-05-05 00:00:00,1436.5
2023-05-04 00:00:00,1417.0
2023-05-03 00:00:00,1417.5
2023-05-02 00:00:00,1410.75
2023-05-01 00:00:00,1427.5
2023-04-28 00:00:00,1419.25
2023-04-27 00:00:00,1403.75
2023-04-26 00:00:00,1414.75
2023-04-25 00:00:00,1417.5
2023-04-24 00:00:00,1436.0
2023-04-21 00:00:00,1483.5
2023-04-20 00:00:00,1497.5
2023-04-19 00:00:00,1506.5
2023-04-18 00:00:00,1519.25
2023-04-17 00:00:00,1517.0
2023-04-14 00:00:00,1500.5
2023-04-13 00:00:00,1501.0
2023-04-12 00:00:00,1504.25
2023-04-11 00:00:00,1497.25
2023-04-10 00:00:00,1487.25
2023-04-07 00:00:00,1492.5
2023-04-06 00:00:00,1492.5
2023-04-05 00:00:00,1511.0
2023-04-04 00:00:00,1517.5
2023-04-03 00:00:00,1522.0
2023-03-31 00:00:00,1505.5
2023-03-30 00:00:00,1474.5
2023-03-29 00:00:00,1477.25
2023-03-28 00:00:00,1467.75
2023-03-27 00:00:00,1442.25
2023-03-24 00:00:00,1428.25
2023-03-23 00:00:00,1419.5
2023-03-22 00:00:00,1448.5
2023-03-21 00:00:00,1467.0
2023-03-20 00:00:00,1486.0
2023-03-17 00:00:00,1476.5
2023-03-16 00:00:00,1491.5
2023-03-15 00:00:00,1489.25
2023-03-14 00:00:00,1499.75
2023-03-13 00:00:00,1500.0
2023-03-10 00:00:00,1513.0
2023-03-09 00:00:00,1510.75
2023-03-08 00:00:00,1518.25
2023-03-07 00:00:00,1516.25
2023-03-06 00:00:00,1528.5
2023-03-03 00:00:00,1518.75
2023-03-02 00:00:00,1509.25
2023-03-01 00:00:00,1494.25
2023-02-28 00:00:00,1479.0
2023-02-27 00:00:00,1512.75
2023-02-24 00:00:00,1529.0
2023-02-23 00:00:00,1534.25
2023-02-22 00:00:00,1539.5
2023-02-21 00:00:00,1548.75
2023-02-19 00:00:00,1525.0
2023-02-17 00:00:00,1527.25
2023-02-16 00:00:00,1526.5
2023-02-15 00:00:00,1525.75
2023-02-14 00:00:00,1537.5
2023-02-13 00:00:00,1542.75
2023-02-10 00:00:00,1542.5
2023-02-09 00:00:00,1519.25
2023-02-08 00:00:00,1519.75
2023-02-07 00:00:00,1515.25
2023-02-06 00:00:00,1521.25
2023-02-03 00:00:00,1532.0
2023-02-02 00:00:00,1534.25
2023-02-01 00:00:00,1520.25
2023-01-31 00:00:00,1538.0
2023-01-30 00:00:00,1535.25
2023-01-27 00:00:00,1509.5
2023-01-26 00:00:00,1523.5
2023-01-25 00:00:00,1502.5
2023-01-24 00:00:00,1488.5
2023-01-23 00:00:00,1490.25
2023-01-20 00:00:00,1506.5
2023-01-19 00:00:00,1514.75
2023-01-18 00:00:00,1524.5
2023-01-17 00:00:00,1539.75
2023-01-13 00:00:00,1538.25
2023-01-12 00:00:00,1529.5
2023-01-11 00:00:00,1515.0
2023-01-10 00:00:00,1510.0
2023-01-09 00:00:00,1503.5
2023-01-06 00:00:00,1501.5
2023-01-05 00:00:00,1466.75
2023-01-04 00:00:00,1478.25
2023-01-03 00:00:00,1487.25
2022-12-30 00:00:00,1524.0
2022-12-29 00:00:00,1516.25
2022-12-28 00:00:00,1514.25
2022-12-27 00:00:00,1489.0
2022-12-23 00:00:00,1479.0
2022-12-22 00:00:00,1467.75
2022-12-21 00:00:00,1481.0
2022-12-20 00:00:00,1478.5
2022-12-19 00:00:00,1460.75
2022-12-16 00:00:00,1480.0
2022-12-15 00:00:00,1473.5
2022-12-14 00:00:00,1482.25
2022-12-13 00:00:00,1479.75
2022-12-12 00:00:00,1460.5
2022-12-09 00:00:00,1483.75
2022-12-08 00:00:00,1486.25
2022-12-07 00:00:00,1472.0
2022-12-06 00:00:00,1455.0
2022-12-05 00:00:00,1437.75
2022-12-02 00:00:00,1438.5
2022-12-01 00:00:00,1429.75
2022-11-30 00:00:00,1469.5
2022-11-29 00:00:00,1459.5
2022-11-28 00:00:00,1457.25
2022-11-25 00:00:00,1436.25
2022-11-23 00:00:00,1436.0
2022-11-22 00:00:00,1429.75
2022-11-21 00:00:00,1436.25
2022-11-18 00:00:00,1428.25
2022-11-17 00:00:00,1417.0
2022-11-16 00:00:00,1429.25
2022-11-15 00:00:00,1457.25
2022-11-14 00:00:00,1440.5
2022-11-11 00:00:00,1451.8800048828125
2022-11-10 00:00:00,1422.1199951171875
2022-11-09 00:00:00,1451.5
2022-11-08 00:00:00,1447.0
2022-11-07 00:00:00,1450.25
2022-11-04 00:00:00,1462.25
2022-11-03 00:00:00,1437.0
2022-11-02 00:00:00,1454.0
2022-11-01 00:00:00,1447.75
2022-10-31 00:00:00,1419.5
2022-10-28 00:00:00,1387.75
2022-10-27 00:00:00,1382.25
2022-10-26 00:00:00,1381.75
2022-10-25 00:00:00,1382.0
2022-10-24 00:00:00,1372.0
2022-10-21 00:00:00,1395.5
2022-10-20 00:00:00,1389.5
2022-10-19 00:00:00,1372.5
2022-10-18 00:00:00,1372.0
2022-10-17 00:00:00,1385.25
2022-10-14 00:00:00,1383.75
2022-10-13 00:00:00,1395.75
2022-10-12 00:00:00,1395.5
2022-10-11 00:00:00,1376.25
2022-10-10 00:00:00,1374.0
2022-10-07 00:00:00,1367.0
2022-10-06 00:00:00,1358.0
2022-10-05 00:00:00,1369.75
2022-10-04 00:00:00,1383.5
2022-10-03 00:00:00,1373.1199951171875
2022-09-30 00:00:00,1364.75
2022-09-29 00:00:00,1410.75
2022-09-28 00:00:00,1408.75
2022-09-27 00:00:00,1408.0
2022-09-26 00:00:00,1410.75
2022-09-25 00:00:00,1425.0
2022-09-23 00:00:00,1425.75
2022-09-22 00:00:00,1453.0
2022-09-21 00:00:00,1461.25
2022-09-20 00:00:00,1478.75
2022-09-19 00:00:00,1461.25
2022-09-16 00:00:00,1448.5
2022-09-15 00:00:00,1451.5
2022-09-14 00:00:00,1455.0
2022-09-13 00:00:00,1478.75
2022-09-12 00:00:00,1488.25
2022-09-09 00:00:00,1412.25
2022-09-08 00:00:00,1386.0
2022-09-07 00:00:00,1383.5
2022-09-06 00:00:00,1398.75
2022-09-05 00:00:00,1417.25
2022-09-02 00:00:00,1420.5
2022-09-01 00:00:00,1392.5
2022-08-31 00:00:00,1422.5
2022-08-30 00:00:00,1432.5
2022-08-29 00:00:00,1437.75
2022-08-26 00:00:00,1461.25
2022-08-25 00:00:00,1431.25
2022-08-24 00:00:00,1457.0
2022-08-23 00:00:00,1460.1199951171875
2022-08-22 00:00:00,1435.25
2022-08-19 00:00:00,1404.0
2022-08-18 00:00:00,1405.25
2022-08-17 00:00:00,1390.0
2022-08-16 00:00:00,1381.3800048828125
2022-08-15 00:00:00,1412.25
2022-08-12 00:00:00,1454.25
2022-08-11 00:00:00,1448.5
2022-08-10 00:00:00,1427.75
2022-08-09 00:00:00,1428.75
2022-08-08 00:00:00,1400.0
2022-08-05 00:00:00,1408.75
2022-08-04 00:00:00,1417.75
2022-08-03 00:00:00,1369.75
2022-08-02 00:00:00,1386.5
2022-08-01 00:00:00,1406.0
2022-07-29 00:00:00,1468.5
2022-07-28 00:00:00,1440.5
2022-07-27 00:00:00,1410.0
2022-07-26 00:00:00,1383.75
2022-07-25 00:00:00,1346.0
2022-07-22 00:00:00,1315.75
2022-07-21 00:00:00,1301.5
2022-07-20 00:00:00,1332.25
2022-07-19 00:00:00,1358.25
2022-07-18 00:00:00,1380.25
2022-07-15 00:00:00,1342.25
2022-07-14 00:00:00,1359.75
2022-07-13 00:00:00,1370.25
2022-07-12 00:00:00,1362.5
2022-07-11 00:00:00,1423.5
2022-07-08 00:00:00,1513.25
2022-07-07 00:00:00,1485.25
2022-07-06 00:00:00,1446.5
2022-07-05 00:00:00,1439.25
2022-07-01 00:00:00,1509.75
2022-06-30 00:00:00,1560.5
2022-06-29 00:00:00,1571.5
2022-06-28 00:00:00,1556.5
2022-06-27 00:00:00,1529.5
2022-06-24 00:00:00,1610.75
2022-06-23 00:00:00,1593.25
2022-06-22 00:00:00,1652.75
2022-06-21 00:00:00,1681.0
2022-06-20 00:00:00,1696.3800048828125
2022-06-19 00:00:00,1696.8800048828125
2022-06-17 00:00:00,1702.0
2022-06-16 00:00:00,1709.5
2022-06-15 00:00:00,1693.75
2022-06-14 00:00:00,1698.5
2022-06-13 00:00:00,1707.5
2022-06-10 00:00:00,1745.5
2022-06-09 00:00:00,1769.0
2022-06-08 00:00:00,1740.0
2022-06-07 00:00:00,1728.25
2022-06-06 00:00:00,1699.25
2022-06-03 00:00:00,1697.75
2022-06-02 00:00:00,1729.25
2022-06-01 00:00:00,1690.25
2022-05-31 00:00:00,1683.25
2022-05-30 00:00:00,1737.5
2022-05-27 00:00:00,1732.25
2022-05-26 00:00:00,1726.5
2022-05-25 00:00:00,1681.0
2022-05-24 00:00:00,1693.0
2022-05-23 00:00:00,1687.0
2022-05-20 00:00:00,1705.25
2022-05-19 00:00:00,1690.5
2022-05-18 00:00:00,1662.75
2022-05-17 00:00:00,1678.0
2022-05-16 00:00:00,1656.5
2022-05-13 00:00:00,1646.5
2022-05-12 00:00:00,1613.75
2022-05-11 00:00:00,1606.75
2022-05-10 00:00:00,1592.25
2022-05-09 00:00:00,1585.25
2022-05-06 00:00:00,1622.0
2022-05-05 00:00:00,1647.0
2022-05-04 00:00:00,1646.1199951171875
2022-05-03 00:00:00,1630.5
2022-05-02 00:00:00,1645.25
2022-04-29 00:00:00,1685.3800048828125
2022-04-28 00:00:00,1684.75
2022-04-27 00:00:00,1692.75
2022-04-26 00:00:00,1672.3800048828125
2022-04-25 00:00:00,1675.25
2022-04-22 00:00:00,1716.0
2022-04-21 00:00:00,1748.25
2022-04-20 00:00:00,1746.75
2022-04-19 00:00:00,1716.5
2022-04-18 00:00:00,1714.75
2022-04-15 00:00:00,1681.0
2022-04-14 00:00:00,1682.25
2022-04-13 00:00:00,1676.0
2022-04-12 00:00:00,1670.25
2022-04-11 00:00:00,1655.25
